,_id,Month,GEOCODE,TAMBON_T,TAMBON_E,AMPHOE_CODE,AMPHOE_T,AMPHOE_E,PROV_CODE,PROV_T,PROV_E,COUNT 17 YEAR,CRITERIA,RISK,Province
20318,20319,10,700405,ต.ดอนกรวย,Don Kruai,7004,อ.ดำเนินสะดวก,Damnoen Saduak District,70,จ.ราชบุรี,Ratchaburi,3,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,ราชบุรี
20319,20320,10,700406,ต.ดอนคลัง,Don Khlang,7004,อ.ดำเนินสะดวก,Damnoen Saduak District,70,จ.ราชบุรี,Ratchaburi,5,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,ราชบุรี
20320,20321,10,700407,ต.บัวงาม,Bua Ngam,7004,อ.ดำเนินสะดวก,Damnoen Saduak District,70,จ.ราชบุรี,Ratchaburi,5,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,ราชบุรี
20321,20322,10,700408,ต.บ้านไร่,Ban Rai,7004,อ.ดำเนินสะดวก,Damnoen Saduak District,70,จ.ราชบุรี,Ratchaburi,6,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,ราชบุรี
20322,20323,10,700409,ต.แพงพวย,Phaeng Phuai,7004,อ.ดำเนินสะดวก,Damnoen Saduak District,70,จ.ราชบุรี,Ratchaburi,4,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,ราชบุรี
20323,20324,10,700501,ต.บ้านโป่ง,Ban Pong,7005,อ.บ้านโป่ง,Ban Pong District,70,จ.ราชบุรี,Ratchaburi,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,ราชบุรี
20324,20325,10,700502,ต.ท่าผา,Tha Pha,7005,อ.บ้านโป่ง,Ban Pong District,70,จ.ราชบุรี,Ratchaburi,4,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,ราชบุรี
20325,20326,10,700503,ต.กรับใหญ่,Krap Yai,7005,อ.บ้านโป่ง,Ban Pong District,70,จ.ราชบุรี,Ratchaburi,4,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,ราชบุรี
20326,20327,10,700504,ต.ปากแรต,Pak Raet,7005,อ.บ้านโป่ง,Ban Pong District,70,จ.ราชบุรี,Ratchaburi,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,ราชบุรี
20327,20328,10,700505,ต.หนองกบ,Nong Kop,7005,อ.บ้านโป่ง,Ban Pong District,70,จ.ราชบุรี,Ratchaburi,5,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,ราชบุรี
20328,20329,10,700506,ต.หนองอ้อ,Nong O,7005,อ.บ้านโป่ง,Ban Pong District,70,จ.ราชบุรี,Ratchaburi,6,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,ราชบุรี
20329,20330,10,700507,ต.ดอนกระเบื้อง,Don Krabueang,7005,อ.บ้านโป่ง,Ban Pong District,70,จ.ราชบุรี,Ratchaburi,3,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,ราชบุรี
20330,20331,10,700508,ต.สวนกล้วย,Suan Kluai,7005,อ.บ้านโป่ง,Ban Pong District,70,จ.ราชบุรี,Ratchaburi,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,ราชบุรี
20331,20332,10,700509,ต.นครชุมน์,Nakhon Chum,7005,อ.บ้านโป่ง,Ban Pong District,70,จ.ราชบุรี,Ratchaburi,3,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,ราชบุรี
20332,20333,10,700510,ต.บ้านม่วง,Ban Muang,7005,อ.บ้านโป่ง,Ban Pong District,70,จ.ราชบุรี,Ratchaburi,2,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,ราชบุรี
20333,20334,10,700511,ต.คุ้งพยอม,Khung Phayom,7005,อ.บ้านโป่ง,Ban Pong District,70,จ.ราชบุรี,Ratchaburi,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,ราชบุรี
20334,20335,10,700512,ต.หนองปลาหมอ,Nong Pla Mo,7005,อ.บ้านโป่ง,Ban Pong District,70,จ.ราชบุรี,Ratchaburi,2,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,ราชบุรี
20335,20336,10,700513,ต.เขาขลุง,Khao Khlung,7005,อ.บ้านโป่ง,Ban Pong District,70,จ.ราชบุรี,Ratchaburi,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,ราชบุรี
20336,20337,10,700514,ต.เบิกไพร,Boek Phrai,7005,อ.บ้านโป่ง,Ban Pong District,70,จ.ราชบุรี,Ratchaburi,2,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,ราชบุรี
20337,20338,10,700601,ต.บางแพ,Bang Phae,7006,อ.บางแพ,Bang Phae District,70,จ.ราชบุรี,Ratchaburi,7,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,ราชบุรี
20338,20339,10,700602,ต.วังเย็น,Wang Yen,7006,อ.บางแพ,Bang Phae District,70,จ.ราชบุรี,Ratchaburi,8,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,ราชบุรี
20339,20340,10,700603,ต.หัวโพ,Hua Pho,7006,อ.บางแพ,Bang Phae District,70,จ.ราชบุรี,Ratchaburi,7,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,ราชบุรี
20340,20341,10,700604,ต.วัดแก้ว,Wat Kaeo,7006,อ.บางแพ,Bang Phae District,70,จ.ราชบุรี,Ratchaburi,7,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,ราชบุรี
20341,20342,10,700605,ต.ดอนใหญ่,Don Yai,7006,อ.บางแพ,Bang Phae District,70,จ.ราชบุรี,Ratchaburi,6,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,ราชบุรี
20342,20343,10,700606,ต.ดอนคา,Don Kha,7006,อ.บางแพ,Bang Phae District,70,จ.ราชบุรี,Ratchaburi,5,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,ราชบุรี
20343,20344,10,700607,ต.โพหัก,Pho Hak,7006,อ.บางแพ,Bang Phae District,70,จ.ราชบุรี,Ratchaburi,5,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,ราชบุรี
20344,20345,10,700701,ต.โพธาราม,Photharam,7007,อ.โพธาราม,Photharam District,70,จ.ราชบุรี,Ratchaburi,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,ราชบุรี
20345,20346,10,700702,ต.ดอนกระเบื้อง,Don Krabueang,7007,อ.โพธาราม,Photharam District,70,จ.ราชบุรี,Ratchaburi,3,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,ราชบุรี
20346,20347,10,700703,ต.หนองโพ,Nong Pho,7007,อ.โพธาราม,Photharam District,70,จ.ราชบุรี,Ratchaburi,6,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,ราชบุรี
20347,20348,10,700704,ต.บ้านเลือก,Ban Lueak,7007,อ.โพธาราม,Photharam District,70,จ.ราชบุรี,Ratchaburi,4,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,ราชบุรี
20348,20349,10,700705,ต.คลองตาคต,Khlong Ta Kot,7007,อ.โพธาราม,Photharam District,70,จ.ราชบุรี,Ratchaburi,7,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,ราชบุรี
20349,20350,10,700706,ต.บ้านฆ้อง,Ban Khong,7007,อ.โพธาราม,Photharam District,70,จ.ราชบุรี,Ratchaburi,7,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,ราชบุรี
20350,20351,10,700707,ต.บ้านสิงห์,Ban Sing,7007,อ.โพธาราม,Photharam District,70,จ.ราชบุรี,Ratchaburi,7,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,ราชบุรี
20351,20352,10,700708,ต.ดอนทราย,Don Sai,7007,อ.โพธาราม,Photharam District,70,จ.ราชบุรี,Ratchaburi,7,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,ราชบุรี
20352,20353,10,700709,ต.เจ็ดเสมียน,Chet Samian,7007,อ.โพธาราม,Photharam District,70,จ.ราชบุรี,Ratchaburi,6,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,ราชบุรี
20353,20354,10,700710,ต.คลองข่อย,Khlong Khoi,7007,อ.โพธาราม,Photharam District,70,จ.ราชบุรี,Ratchaburi,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,ราชบุรี
20354,20355,10,700711,ต.ชำแระ,Chamrae,7007,อ.โพธาราม,Photharam District,70,จ.ราชบุรี,Ratchaburi,2,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,ราชบุรี
20355,20356,10,700712,ต.สร้อยฟ้า,Soi Fa,7007,อ.โพธาราม,Photharam District,70,จ.ราชบุรี,Ratchaburi,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,ราชบุรี
20356,20357,10,700713,ต.ท่าชุมพล,Tha Chumphon,7007,อ.โพธาราม,Photharam District,70,จ.ราชบุรี,Ratchaburi,3,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,ราชบุรี
20357,20358,10,700714,ต.บางโตนด,Bang Tanot,7007,อ.โพธาราม,Photharam District,70,จ.ราชบุรี,Ratchaburi,4,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,ราชบุรี
20358,20359,10,700715,ต.เตาปูน,Tao Pun,7007,อ.โพธาราม,Photharam District,70,จ.ราชบุรี,Ratchaburi,2,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,ราชบุรี
20359,20360,10,700716,ต.นางแก้ว,Nang Kaeo,7007,อ.โพธาราม,Photharam District,70,จ.ราชบุรี,Ratchaburi,3,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,ราชบุรี
20360,20361,10,700717,ต.ธรรมเสน,Thammasen,7007,อ.โพธาราม,Photharam District,70,จ.ราชบุรี,Ratchaburi,4,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,ราชบุรี
20409,20410,10,720101,ต.ท่าพี่เลี้ยง,Tha Phi Liang,7201,อ.เมืองสุพรรณบุรี,Mueang Suphan Buri District,72,จ.สุพรรณบุรี,Suphan Buri,12,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20410,20411,10,720102,ต.รั้วใหญ่,Rua Yai,7201,อ.เมืองสุพรรณบุรี,Mueang Suphan Buri District,72,จ.สุพรรณบุรี,Suphan Buri,12,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20411,20412,10,720103,ต.ทับตีเหล็ก,Thap Ti Lek,7201,อ.เมืองสุพรรณบุรี,Mueang Suphan Buri District,72,จ.สุพรรณบุรี,Suphan Buri,12,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20412,20413,10,720104,ต.ท่าระหัด,Tha Rahat,7201,อ.เมืองสุพรรณบุรี,Mueang Suphan Buri District,72,จ.สุพรรณบุรี,Suphan Buri,12,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20413,20414,10,720105,ต.ไผ่ขวาง,Phai Khwang,7201,อ.เมืองสุพรรณบุรี,Mueang Suphan Buri District,72,จ.สุพรรณบุรี,Suphan Buri,12,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20414,20415,10,720106,ต.โคกโคเฒ่า,Khok Kho Thao,7201,อ.เมืองสุพรรณบุรี,Mueang Suphan Buri District,72,จ.สุพรรณบุรี,Suphan Buri,12,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20415,20416,10,720107,ต.ดอนตาล,Don Tan,7201,อ.เมืองสุพรรณบุรี,Mueang Suphan Buri District,72,จ.สุพรรณบุรี,Suphan Buri,12,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20416,20417,10,720108,ต.ดอนมะสังข์,Don Masang,7201,อ.เมืองสุพรรณบุรี,Mueang Suphan Buri District,72,จ.สุพรรณบุรี,Suphan Buri,12,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20417,20418,10,720109,ต.พิหารแดง,Phihan Daeng,7201,อ.เมืองสุพรรณบุรี,Mueang Suphan Buri District,72,จ.สุพรรณบุรี,Suphan Buri,12,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20418,20419,10,720110,ต.ดอนกำยาน,Don Kamyan,7201,อ.เมืองสุพรรณบุรี,Mueang Suphan Buri District,72,จ.สุพรรณบุรี,Suphan Buri,12,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20419,20420,10,720111,ต.ดอนโพธิ์ทอง,Don Pho Thong,7201,อ.เมืองสุพรรณบุรี,Mueang Suphan Buri District,72,จ.สุพรรณบุรี,Suphan Buri,12,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20420,20421,10,720112,ต.บ้านโพธิ์,Ban Pho,7201,อ.เมืองสุพรรณบุรี,Mueang Suphan Buri District,72,จ.สุพรรณบุรี,Suphan Buri,12,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20421,20422,10,720113,ต.สระแก้ว,Sa Kaeo,7201,อ.เมืองสุพรรณบุรี,Mueang Suphan Buri District,72,จ.สุพรรณบุรี,Suphan Buri,12,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20422,20423,10,720114,ต.ตลิ่งชัน,Taling Chan,7201,อ.เมืองสุพรรณบุรี,Mueang Suphan Buri District,72,จ.สุพรรณบุรี,Suphan Buri,8,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,สุพรรณบุรี
20423,20424,10,720115,ต.บางกุ้ง,Bang Kung,7201,อ.เมืองสุพรรณบุรี,Mueang Suphan Buri District,72,จ.สุพรรณบุรี,Suphan Buri,12,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20424,20425,10,720116,ต.ศาลาขาว,Sala Khao,7201,อ.เมืองสุพรรณบุรี,Mueang Suphan Buri District,72,จ.สุพรรณบุรี,Suphan Buri,12,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20425,20426,10,720117,ต.สวนแตง,Suan Taeng,7201,อ.เมืองสุพรรณบุรี,Mueang Suphan Buri District,72,จ.สุพรรณบุรี,Suphan Buri,12,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20426,20427,10,720118,ต.สนามชัย,Sanam Chai,7201,อ.เมืองสุพรรณบุรี,Mueang Suphan Buri District,72,จ.สุพรรณบุรี,Suphan Buri,12,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20427,20428,10,720119,ต.โพธิ์พระยา,Pho Phraya,7201,อ.เมืองสุพรรณบุรี,Mueang Suphan Buri District,72,จ.สุพรรณบุรี,Suphan Buri,9,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20428,20429,10,720120,ต.สนามคลี,Sanam Khli,7201,อ.เมืองสุพรรณบุรี,Mueang Suphan Buri District,72,จ.สุพรรณบุรี,Suphan Buri,9,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20429,20430,10,720201,ต.เขาพระ,Khao Phra,7202,อ.เดิมบางนางบวช,Doem Bang Nang Buat District,72,จ.สุพรรณบุรี,Suphan Buri,10,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20430,20431,10,720202,ต.เดิมบาง,Doem Bang,7202,อ.เดิมบางนางบวช,Doem Bang Nang Buat District,72,จ.สุพรรณบุรี,Suphan Buri,10,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20431,20432,10,720203,ต.นางบวช,Nang Buat,7202,อ.เดิมบางนางบวช,Doem Bang Nang Buat District,72,จ.สุพรรณบุรี,Suphan Buri,10,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20432,20433,10,720204,ต.เขาดิน,Khao Din,7202,อ.เดิมบางนางบวช,Doem Bang Nang Buat District,72,จ.สุพรรณบุรี,Suphan Buri,11,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20433,20434,10,720205,ต.ปากน้ำ,Pak Nam,7202,อ.เดิมบางนางบวช,Doem Bang Nang Buat District,72,จ.สุพรรณบุรี,Suphan Buri,11,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20434,20435,10,720206,ต.ทุ่งคลี,Thung Khli,7202,อ.เดิมบางนางบวช,Doem Bang Nang Buat District,72,จ.สุพรรณบุรี,Suphan Buri,11,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20435,20436,10,720207,ต.โคกช้าง,Khok Chang,7202,อ.เดิมบางนางบวช,Doem Bang Nang Buat District,72,จ.สุพรรณบุรี,Suphan Buri,10,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20436,20437,10,720208,ต.หัวเขา,Hua Khao,7202,อ.เดิมบางนางบวช,Doem Bang Nang Buat District,72,จ.สุพรรณบุรี,Suphan Buri,10,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20437,20438,10,720209,ต.หัวนา,Hua Na,7202,อ.เดิมบางนางบวช,Doem Bang Nang Buat District,72,จ.สุพรรณบุรี,Suphan Buri,7,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,สุพรรณบุรี
20438,20439,10,720210,ต.บ่อกรุ,Bo Kru,7202,อ.เดิมบางนางบวช,Doem Bang Nang Buat District,72,จ.สุพรรณบุรี,Suphan Buri,4,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,สุพรรณบุรี
20439,20440,10,720211,ต.วังศรีราช,Wang Si Rat,7202,อ.เดิมบางนางบวช,Doem Bang Nang Buat District,72,จ.สุพรรณบุรี,Suphan Buri,5,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,สุพรรณบุรี
20440,20441,10,720212,ต.ป่ะสะแก,Bo Kru,7202,อ.เดิมบางนางบวช,Doem Bang Nang Buat District,72,จ.สุพรรณบุรี,Suphan Buri,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,สุพรรณบุรี
20441,20442,10,720213,ต.ยางนอน,Yang Non,7202,อ.เดิมบางนางบวช,Doem Bang Nang Buat District,72,จ.สุพรรณบุรี,Suphan Buri,11,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20442,20443,10,720214,ต.หนองกระทุ่ม,Nong Krathum,7202,อ.เดิมบางนางบวช,Doem Bang Nang Buat District,72,จ.สุพรรณบุรี,Suphan Buri,4,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,สุพรรณบุรี
20443,20444,10,720301,ต.หนองมะค่าโมง,Nong Makha Mong,7203,อ.ด่านช้าง,Dan Chang District,72,จ.สุพรรณบุรี,Suphan Buri,3,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,สุพรรณบุรี
20444,20445,10,720302,ต.ด่านช้าง,Dan Chang,7203,อ.ด่านช้าง,Dan Chang District,72,จ.สุพรรณบุรี,Suphan Buri,3,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,สุพรรณบุรี
20445,20446,10,720401,ต.โคกคราม,Khok Khram,7204,อ.บางปลาม้า,Bang Pla Ma District,72,จ.สุพรรณบุรี,Suphan Buri,12,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20446,20447,10,720402,ต.บางปลาม้า,Bang Pla Ma,7204,อ.บางปลาม้า,Bang Pla Ma District,72,จ.สุพรรณบุรี,Suphan Buri,12,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20447,20448,10,720403,ต.ตะค่า,Takha,7204,อ.บางปลาม้า,Bang Pla Ma District,72,จ.สุพรรณบุรี,Suphan Buri,12,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20448,20449,10,720404,ต.บางใหญ่,Bang Yai,7204,อ.บางปลาม้า,Bang Pla Ma District,72,จ.สุพรรณบุรี,Suphan Buri,12,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20449,20450,10,720405,ต.กฤษณา,Kritsana,7204,อ.บางปลาม้า,Bang Pla Ma District,72,จ.สุพรรณบุรี,Suphan Buri,12,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20450,20451,10,720406,ต.สาลี,Sali,7204,อ.บางปลาม้า,Bang Pla Ma District,72,จ.สุพรรณบุรี,Suphan Buri,12,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20451,20452,10,720407,ต.ไผ่กองดิน,Phai Kong Din,7204,อ.บางปลาม้า,Bang Pla Ma District,72,จ.สุพรรณบุรี,Suphan Buri,12,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20452,20453,10,720408,ต.องครักษ์,Ongkharak,7204,อ.บางปลาม้า,Bang Pla Ma District,72,จ.สุพรรณบุรี,Suphan Buri,12,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20453,20454,10,720409,ต.จรเข้ใหญ่,Chorakhe Yai,7204,อ.บางปลาม้า,Bang Pla Ma District,72,จ.สุพรรณบุรี,Suphan Buri,12,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20454,20455,10,720410,ต.บ้านแหลม,Ban Laem,7204,อ.บางปลาม้า,Bang Pla Ma District,72,จ.สุพรรณบุรี,Suphan Buri,12,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20455,20456,10,720411,ต.มะขามล้ม,Makham Lom,7204,อ.บางปลาม้า,Bang Pla Ma District,72,จ.สุพรรณบุรี,Suphan Buri,12,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20456,20457,10,720412,ต.วังน้ำเย็น,Wang Nam Yen,7204,อ.บางปลาม้า,Bang Pla Ma District,72,จ.สุพรรณบุรี,Suphan Buri,12,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20457,20458,10,720413,ต.วัดโบสถ์,Wat Bot,7204,อ.บางปลาม้า,Bang Pla Ma District,72,จ.สุพรรณบุรี,Suphan Buri,12,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20458,20459,10,720414,ต.วัดดาว,Wat Dao,7204,อ.บางปลาม้า,Bang Pla Ma District,72,จ.สุพรรณบุรี,Suphan Buri,12,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20459,20460,10,720501,ต.ศรีประจันต์,Si Prachan,7205,อ.ศรีประจันต์,Si Prachan District,72,จ.สุพรรณบุรี,Suphan Buri,6,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,สุพรรณบุรี
20460,20461,10,720502,ต.บ้านกร่าง,Ban Krang,7205,อ.ศรีประจันต์,Si Prachan District,72,จ.สุพรรณบุรี,Suphan Buri,7,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,สุพรรณบุรี
20461,20462,10,720503,ต.มดแดง,Mot Daeng,7205,อ.ศรีประจันต์,Si Prachan District,72,จ.สุพรรณบุรี,Suphan Buri,6,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,สุพรรณบุรี
20462,20463,10,720504,ต.บางงาม,Bang Ngam,7205,อ.ศรีประจันต์,Si Prachan District,72,จ.สุพรรณบุรี,Suphan Buri,8,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,สุพรรณบุรี
20463,20464,10,720505,ต.ดอนปรู,Don Pru,7205,อ.ศรีประจันต์,Si Prachan District,72,จ.สุพรรณบุรี,Suphan Buri,5,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,สุพรรณบุรี
20464,20465,10,720506,ต.ปลายนา,Plai Na,7205,อ.ศรีประจันต์,Si Prachan District,72,จ.สุพรรณบุรี,Suphan Buri,7,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,สุพรรณบุรี
20465,20466,10,720507,ต.วังหว้า,Wang Wa,7205,อ.ศรีประจันต์,Si Prachan District,72,จ.สุพรรณบุรี,Suphan Buri,7,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,สุพรรณบุรี
20466,20467,10,720508,ต.วังน้ำซับ,Wang Nam Sap,7205,อ.ศรีประจันต์,Si Prachan District,72,จ.สุพรรณบุรี,Suphan Buri,5,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,สุพรรณบุรี
20467,20468,10,720509,ต.วังยาง,Wang Yang,7205,อ.ศรีประจันต์,Si Prachan District,72,จ.สุพรรณบุรี,Suphan Buri,10,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20468,20469,10,720601,ต.ดอนเจดีย์,Don Chedi,7206,อ.ดอนเจดีย์,Don Chedi District,72,จ.สุพรรณบุรี,Suphan Buri,8,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,สุพรรณบุรี
20469,20470,10,720602,ต.หนองสาหร่าย,Nong Sarai,7206,อ.ดอนเจดีย์,Don Chedi District,72,จ.สุพรรณบุรี,Suphan Buri,7,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,สุพรรณบุรี
20470,20471,10,720603,ต.ไร่รถ,Rai Rot,7206,อ.ดอนเจดีย์,Don Chedi District,72,จ.สุพรรณบุรี,Suphan Buri,8,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,สุพรรณบุรี
20471,20472,10,720604,ต.สระกระโจม,Sa Krachom,7206,อ.ดอนเจดีย์,Don Chedi District,72,จ.สุพรรณบุรี,Suphan Buri,5,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,สุพรรณบุรี
20472,20473,10,720605,ต.ทะเลบก,Thale Bok,7206,อ.ดอนเจดีย์,Don Chedi District,72,จ.สุพรรณบุรี,Suphan Buri,4,4-8 ครั้งในรอบ 17 ปี,เสี่ยงปานกลาง,สุพรรณบุรี
20473,20474,10,720701,ต.สองพี่น้อง,Song Phi Nong,7207,อ.สองพี่น้อง,Song Phi Nong District,72,จ.สุพรรณบุรี,Suphan Buri,12,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20474,20475,10,720702,ต.บางเลน,Bang Len,7207,อ.สองพี่น้อง,Song Phi Nong District,72,จ.สุพรรณบุรี,Suphan Buri,11,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20475,20476,10,720703,ต.บางตาเถร,Bang Ta Then,7207,อ.สองพี่น้อง,Song Phi Nong District,72,จ.สุพรรณบุรี,Suphan Buri,12,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
20476,20477,10,720704,ต.บางตะเคียน,Bang Takhian,7207,อ.สองพี่น้อง,Song Phi Nong District,72,จ.สุพรรณบุรี,Suphan Buri,12,9-17 ครั้งในรอบ 17 ปี,เสี่ยงสูง,สุพรรณบุรี
