,_id,Month,GEOCODE,TAMBON_T,TAMBON_E,AMPHOE_CODE,AMPHOE_T,AMPHOE_E,PROV_CODE,PROV_T,PROV_E,COUNT 17 YEAR,CRITERIA,RISK,Province
0,1,1,120501,ต.ไทรน้อย,Sai Noi,1205,อ.ไทรน้อย,Sai Noi District,12,จ.นนทบุรี,Nonthaburi,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,นนทบุรี
1,2,1,120503,ต.หนองเพรางาย,Nong Phrao Ngai,1205,อ.ไทรน้อย,Sai Noi District,12,จ.นนทบุรี,Nonthaburi,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,นนทบุรี
2,3,1,120504,ต.ไทรใหญ่,Sai Yai,1205,อ.ไทรน้อย,Sai Noi District,12,จ.นนทบุรี,Nonthaburi,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,นนทบุรี
3,4,1,120505,ต.ขุนศรี,Khun Si,1205,อ.ไทรน้อย,Sai Noi District,12,จ.นนทบุรี,Nonthaburi,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,นนทบุรี
4,5,1,120507,ต.ทวีวัฒนา,Thawi Watthana,1205,อ.ไทรน้อย,Sai Noi District,12,จ.นนทบุรี,Nonthaburi,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,นนทบุรี
5,6,1,140110,ต.สวนพริก,Suan Phrik,1401,อ.พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
6,7,1,140507,ต.บ้านคลัง,Ban Khlang,1405,อ.บางบาล,Bang Ban District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
7,8,1,140509,ต.น้ำเต้า,Namtao,1405,อ.บางบาล,Bang Ban District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
8,9,1,140511,ต.วัดตะกู,Wat Taku,1405,อ.บางบาล,Bang Ban District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
9,10,1,140512,ต.บางหลวง,Bang Luang,1405,อ.บางบาล,Bang Ban District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
10,11,1,140513,ต.บางหลวงโดด,Bang Luang Dot,1405,อ.บางบาล,Bang Ban District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
11,12,1,140514,ต.บางหัก,Bang Hak,1405,อ.บางบาล,Bang Ban District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
12,13,1,140516,ต.บ้านกุ่ม,Ban Kum,1405,อ.บางบาล,Bang Ban District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
13,14,1,140712,ต.ขวัญเมือง,Khwan Mueang,1407,อ.บางปะหัน,Bang Pahan District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
14,15,1,140713,ต.บ้านลี่,Ban Li,1407,อ.บางปะหัน,Bang Pahan District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
15,16,1,140803,ต.บ้านแค,Ban Khae,1408,อ.ผักไห่,Phak Hai District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
16,17,1,140806,ต.ท่าดินแดง,Tha Din Daeng,1408,อ.ผักไห่,Phak Hai District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
17,18,1,140807,ต.ดอนลาน,Don Lan,1408,อ.ผักไห่,Phak Hai District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
18,19,1,140808,ต.นาคู,Na Khu,1408,อ.ผักไห่,Phak Hai District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
19,20,1,140809,ต.กุฎี,Kudi,1408,อ.ผักไห่,Phak Hai District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
20,21,1,140810,ต.ลำตะเคียน,Lam Takhian,1408,อ.ผักไห่,Phak Hai District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
21,22,1,140811,ต.โคกช้าง,Khok Chang,1408,อ.ผักไห่,Phak Hai District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
22,23,1,140813,ต.หนองน้ำใหญ่,Nong Nam Yai,1408,อ.ผักไห่,Phak Hai District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
23,24,1,140814,ต.ลาดชิด,Lat Chit,1408,อ.ผักไห่,Phak Hai District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
24,25,1,140815,ต.หน้าโคก,Na Khok,1408,อ.ผักไห่,Phak Hai District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
25,26,1,141001,ต.ลาดบัวหลวง,Lat Bua Luang,1410,อ.ลาดบัวหลวง,Lat Bua Luang District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
26,27,1,141002,ต.หลักชัย,Lak Chai,1410,อ.ลาดบัวหลวง,Lat Bua Luang District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
27,28,1,141203,ต.เจ้าเจ็ด,Chao Chet,1412,อ.เสนา,Sena District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
28,29,1,141206,ต.หัวเวียง,Hua Wiang,1412,อ.เสนา,Sena District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
29,30,1,141207,ต.มารวิชัย,Man Wichai,1412,อ.เสนา,Sena District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
30,31,1,141208,ต.บ้านโพธิ์,Ban Pho,1412,อ.เสนา,Sena District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
31,32,1,141209,ต.รางจรเข้,Rang Chorakhe,1412,อ.เสนา,Sena District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
32,33,1,141210,ต.บ้านกระทุ่ม,Ban Krathum,1412,อ.เสนา,Sena District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
33,34,1,141211,ต.บ้านแถว,Ban Thaeo,1412,อ.เสนา,Sena District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
34,35,1,141212,ต.ชายนา,Chai Na,1412,อ.เสนา,Sena District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
35,36,1,141214,ต.ลาดงา,Lat Nga,1412,อ.เสนา,Sena District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
36,37,1,141215,ต.ดอนทอง,Don Thong,1412,อ.เสนา,Sena District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
37,38,1,141217,ต.เจ้าเสด็จ,Chao Sadet,1412,อ.เสนา,Sena District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
38,39,1,141301,ต.บางซ้าย,Bang Sai,1413,อ.บางซ้าย,Bang Sai District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
39,40,1,141302,ต.แก้วฟ้า,Kaeo Fa,1413,อ.บางซ้าย,Bang Sai District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
40,41,1,141303,ต.เต่าเล่า,Tao Lao,1413,อ.บางซ้าย,Bang Sai District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
41,42,1,141304,ต.ปลายกลัด,Plai Klat,1413,อ.บางซ้าย,Bang Sai District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
42,43,1,141305,ต.เทพมงคล,Thep Mongkhon,1413,อ.บางซ้าย,Bang Sai District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
43,44,1,141306,ต.วังพัฒนา,Wang Phatthana,1413,อ.บางซ้าย,Bang Sai District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
44,45,1,141502,ต.กะทุ่ม,Kathum,1415,อ.มหาราช,Maha Rat District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
45,46,1,141505,ต.บางนา,Bang Na,1415,อ.มหาราช,Maha Rat District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
46,47,1,141601,ต.บ้านแพรก,Ban Phraek,1416,อ.บ้านแพรก,Ban Phraek District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
47,48,1,141602,ต.บ้านใหม่,Ban Mai,1416,อ.บ้านแพรก,Ban Phraek District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
48,49,1,141604,ต.คลองน้อย,Khlong Noi,1416,อ.บ้านแพรก,Ban Phraek District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
49,50,1,141605,ต.สองห้อง,Song Hong,1416,อ.บ้านแพรก,Ban Phraek District,14,จ.พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,พระนครศรีอยุธยา
50,51,1,150107,ต.มหาดไทย,Mahatthai,1501,อ.เมืองอ่างทอง,Mueang Ang Thong District,15,จ.อ่างทอง,Ang Thong,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,อ่างทอง
51,52,1,150110,ต.จำปาหล่อ,Champa Lo,1501,อ.เมืองอ่างทอง,Mueang Ang Thong District,15,จ.อ่างทอง,Ang Thong,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,อ่างทอง
52,53,1,150113,ต.คลองวัว,Khlong Wua,1501,อ.เมืองอ่างทอง,Mueang Ang Thong District,15,จ.อ่างทอง,Ang Thong,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,อ่างทอง
53,54,1,150201,ต.จรเข้ร้อง,Chorakhe Rong,1502,อ.ไชโย,Chaiyo District,15,จ.อ่างทอง,Ang Thong,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,อ่างทอง
54,55,1,150203,ต.ชัยฤทธิ์,Chaiyarit,1502,อ.ไชโย,Chaiyo District,15,จ.อ่างทอง,Ang Thong,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,อ่างทอง
55,56,1,150209,ต.ตรีณรงค์,Tri Narong,1502,อ.ไชโย,Chaiyo District,15,จ.อ่างทอง,Ang Thong,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,อ่างทอง
56,57,1,150301,ต.บางปลากด,Bang Pla Kot,1503,อ.ป่าโมก,Pa Mok District,15,จ.อ่างทอง,Ang Thong,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,อ่างทอง
57,58,1,150302,ต.ป่าโมก,Pa Mok,1503,อ.ป่าโมก,Pa Mok District,15,จ.อ่างทอง,Ang Thong,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,อ่างทอง
58,59,1,150303,ต.สายทอง,Sai Thong,1503,อ.ป่าโมก,Pa Mok District,15,จ.อ่างทอง,Ang Thong,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,อ่างทอง
59,60,1,150305,ต.บางเสด็จ,Bang Sadet,1503,อ.ป่าโมก,Pa Mok District,15,จ.อ่างทอง,Ang Thong,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,อ่างทอง
60,61,1,150306,ต.นรสิงห์,Norasing,1503,อ.ป่าโมก,Pa Mok District,15,จ.อ่างทอง,Ang Thong,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,อ่างทอง
61,62,1,150307,ต.เอกราช,Ekkarat,1503,อ.ป่าโมก,Pa Mok District,15,จ.อ่างทอง,Ang Thong,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,อ่างทอง
62,63,1,150308,ต.โผงเผง,Phong Pheng,1503,อ.ป่าโมก,Pa Mok District,15,จ.อ่างทอง,Ang Thong,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,อ่างทอง
63,64,1,150404,ต.หนองแม่ไก่,Nong Mae Kai,1504,อ.โพธิ์ทอง,Pho Thong District,15,จ.อ่างทอง,Ang Thong,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,อ่างทอง
64,65,1,150409,ต.โคกพุทรา,Khok Phutsa,1504,อ.โพธิ์ทอง,Pho Thong District,15,จ.อ่างทอง,Ang Thong,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,อ่างทอง
65,66,1,150411,ต.บ่อแร่,Bo Rae,1504,อ.โพธิ์ทอง,Pho Thong District,15,จ.อ่างทอง,Ang Thong,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,อ่างทอง
66,67,1,150414,ต.บางเจ้าฉ่า,Bang Chao Cha,1504,อ.โพธิ์ทอง,Pho Thong District,15,จ.อ่างทอง,Ang Thong,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,อ่างทอง
67,68,1,150603,ต.ไผ่ดำพัฒนา,Phai Dam Phatthana,1506,อ.วิเศษชัยชาญ,Wiset Chai Chan District,15,จ.อ่างทอง,Ang Thong,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,อ่างทอง
68,69,1,150604,ต.สาวร้องไห้,Sao Rong Hai,1506,อ.วิเศษชัยชาญ,Wiset Chai Chan District,15,จ.อ่างทอง,Ang Thong,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,อ่างทอง
69,70,1,150607,ต.บางจัก,Bang Chak,1506,อ.วิเศษชัยชาญ,Wiset Chai Chan District,15,จ.อ่างทอง,Ang Thong,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,อ่างทอง
70,71,1,150609,ต.คลองขนาก,Khlong Khanak,1506,อ.วิเศษชัยชาญ,Wiset Chai Chan District,15,จ.อ่างทอง,Ang Thong,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,อ่างทอง
71,72,1,150610,ต.ไผ่วง,Phai Wong,1506,อ.วิเศษชัยชาญ,Wiset Chai Chan District,15,จ.อ่างทอง,Ang Thong,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,อ่างทอง
72,73,1,150611,ต.สี่ร้อย,Si Roi,1506,อ.วิเศษชัยชาญ,Wiset Chai Chan District,15,จ.อ่างทอง,Ang Thong,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,อ่างทอง
73,74,1,150614,ต.หลักแก้ว,Lak Kaeo,1506,อ.วิเศษชัยชาญ,Wiset Chai Chan District,15,จ.อ่างทอง,Ang Thong,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,อ่างทอง
74,75,1,160111,ต.ดอนโพธิ์,Don Pho,1601,อ.เมืองลพบุรี,Mueang Lop Buri District,16,จ.ลพบุรี,Lopburi,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,ลพบุรี
75,76,1,160118,ต.บ้านข่อย,Ban Khoi,1601,อ.เมืองลพบุรี,Mueang Lop Buri District,16,จ.ลพบุรี,Lopburi,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,ลพบุรี
76,77,1,160119,ต.ท้ายตลาด,Thai Talat,1601,อ.เมืองลพบุรี,Mueang Lop Buri District,16,จ.ลพบุรี,Lopburi,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,ลพบุรี
77,78,1,160123,ต.โพธิ์ตรุ,Pho Tru,1601,อ.เมืองลพบุรี,Mueang Lop Buri District,16,จ.ลพบุรี,Lopburi,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,ลพบุรี
78,79,1,160124,ต.สี่คลอง,Si Khlong,1601,อ.เมืองลพบุรี,Mueang Lop Buri District,16,จ.ลพบุรี,Lopburi,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,ลพบุรี
79,80,1,160502,ต.บางคู้,Bang Khu,1605,อ.ท่าวุ้ง,Tha Wung District,16,จ.ลพบุรี,Lopburi,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,ลพบุรี
80,81,1,160503,ต.โพตลาดแก้ว,Pho Talat Kaeo,1605,อ.ท่าวุ้ง,Tha Wung District,16,จ.ลพบุรี,Lopburi,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,ลพบุรี
81,82,1,160509,ต.ลาดสาลี่,Lat Sali,1605,อ.ท่าวุ้ง,Tha Wung District,16,จ.ลพบุรี,Lopburi,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,ลพบุรี
82,83,1,170107,ต.จักรสีห์,Chaksi,1701,อ.เมืองสิงห์บุรี,Mueang Sing Buri District,17,จ.สิงห์บุรี,Singburi,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,สิงห์บุรี
83,84,1,170304,ต.ท่าข้าม,Tha Kham,1703,อ.ค่ายบางระจัน,Khai Bang Rachan District,17,จ.สิงห์บุรี,Singburi,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,สิงห์บุรี
84,85,1,190701,ต.ดอนพุด,Don Phut,1907,อ.ดอนพุด,Don Phut District,19,จ.สระบุรี,Saraburi,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,สระบุรี
85,86,1,190702,ต.ไผ่หลิ่ว,Phai Lio,1907,อ.ดอนพุด,Don Phut District,19,จ.สระบุรี,Saraburi,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,สระบุรี
86,87,1,190703,ต.บ้านหลวง,Ban Luang,1907,อ.ดอนพุด,Don Phut District,19,จ.สระบุรี,Saraburi,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,สระบุรี
87,88,1,190704,ต.ดงตะงาว,Dong Ta-Ngao,1907,อ.ดอนพุด,Don Phut District,19,จ.สระบุรี,Saraburi,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,สระบุรี
88,89,1,190803,ต.ดอนทอง,Don Thong,1908,อ.หนองโดน,Nong Don District,19,จ.สระบุรี,Saraburi,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,สระบุรี
105,106,1,720103,ต.ทับตีเหล็ก,Thap Ti Lek,7201,อ.เมืองสุพรรณบุรี,Mueang Suphan Buri District,72,จ.สุพรรณบุรี,Suphan Buri,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,สุพรรณบุรี
106,107,1,720104,ต.ท่าระหัด,Tha Rahat,7201,อ.เมืองสุพรรณบุรี,Mueang Suphan Buri District,72,จ.สุพรรณบุรี,Suphan Buri,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,สุพรรณบุรี
107,108,1,720105,ต.ไผ่ขวาง,Phai Khwang,7201,อ.เมืองสุพรรณบุรี,Mueang Suphan Buri District,72,จ.สุพรรณบุรี,Suphan Buri,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,สุพรรณบุรี
108,109,1,720106,ต.โคกโคเฒ่า,Khok Kho Thao,7201,อ.เมืองสุพรรณบุรี,Mueang Suphan Buri District,72,จ.สุพรรณบุรี,Suphan Buri,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,สุพรรณบุรี
109,110,1,720107,ต.ดอนตาล,Don Tan,7201,อ.เมืองสุพรรณบุรี,Mueang Suphan Buri District,72,จ.สุพรรณบุรี,Suphan Buri,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,สุพรรณบุรี
110,111,1,720110,ต.ดอนกำยาน,Don Kamyan,7201,อ.เมืองสุพรรณบุรี,Mueang Suphan Buri District,72,จ.สุพรรณบุรี,Suphan Buri,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,สุพรรณบุรี
111,112,1,720111,ต.ดอนโพธิ์ทอง,Don Pho Thong,7201,อ.เมืองสุพรรณบุรี,Mueang Suphan Buri District,72,จ.สุพรรณบุรี,Suphan Buri,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,สุพรรณบุรี
112,113,1,720115,ต.บางกุ้ง,Bang Kung,7201,อ.เมืองสุพรรณบุรี,Mueang Suphan Buri District,72,จ.สุพรรณบุรี,Suphan Buri,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,สุพรรณบุรี
113,114,1,720116,ต.ศาลาขาว,Sala Khao,7201,อ.เมืองสุพรรณบุรี,Mueang Suphan Buri District,72,จ.สุพรรณบุรี,Suphan Buri,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,สุพรรณบุรี
114,115,1,720117,ต.สวนแตง,Suan Taeng,7201,อ.เมืองสุพรรณบุรี,Mueang Suphan Buri District,72,จ.สุพรรณบุรี,Suphan Buri,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,สุพรรณบุรี
115,116,1,720118,ต.สนามชัย,Sanam Chai,7201,อ.เมืองสุพรรณบุรี,Mueang Suphan Buri District,72,จ.สุพรรณบุรี,Suphan Buri,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,สุพรรณบุรี
116,117,1,720401,ต.โคกคราม,Khok Khram,7204,อ.บางปลาม้า,Bang Pla Ma District,72,จ.สุพรรณบุรี,Suphan Buri,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,สุพรรณบุรี
117,118,1,720402,ต.บางปลาม้า,Bang Pla Ma,7204,อ.บางปลาม้า,Bang Pla Ma District,72,จ.สุพรรณบุรี,Suphan Buri,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,สุพรรณบุรี
118,119,1,720403,ต.ตะค่า,Takha,7204,อ.บางปลาม้า,Bang Pla Ma District,72,จ.สุพรรณบุรี,Suphan Buri,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,สุพรรณบุรี
119,120,1,720404,ต.บางใหญ่,Bang Yai,7204,อ.บางปลาม้า,Bang Pla Ma District,72,จ.สุพรรณบุรี,Suphan Buri,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,สุพรรณบุรี
120,121,1,720405,ต.กฤษณา,Kritsana,7204,อ.บางปลาม้า,Bang Pla Ma District,72,จ.สุพรรณบุรี,Suphan Buri,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,สุพรรณบุรี
121,122,1,720406,ต.สาลี,Sali,7204,อ.บางปลาม้า,Bang Pla Ma District,72,จ.สุพรรณบุรี,Suphan Buri,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,สุพรรณบุรี
122,123,1,720407,ต.ไผ่กองดิน,Phai Kong Din,7204,อ.บางปลาม้า,Bang Pla Ma District,72,จ.สุพรรณบุรี,Suphan Buri,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,สุพรรณบุรี
123,124,1,720408,ต.องครักษ์,Ongkharak,7204,อ.บางปลาม้า,Bang Pla Ma District,72,จ.สุพรรณบุรี,Suphan Buri,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,สุพรรณบุรี
124,125,1,720409,ต.จรเข้ใหญ่,Chorakhe Yai,7204,อ.บางปลาม้า,Bang Pla Ma District,72,จ.สุพรรณบุรี,Suphan Buri,1,1-3 ครั้งในรอบ 17 ปี,เสี่ยงต่ำ,สุพรรณบุรี
